Date,Website,Title,URL
2025-12-25T00:44:00Z,Reuters,"Russian air defence downs 25 Moscow-bound Ukrainian drones, mayor says",https://www.reuters.com/world/ukraine-drone-attacks-target-moscow-night-spark-industrial-fire-tula-russia-says-2025-12-24/
2025-12-24T11:26:15Z,ABC News,"Ukrainian drones attack Moscow, Russia says, as Zelenskyy says Kyiv ready for deal",https://abcnews.go.com/International/ukrainian-drones-attack-moscow-russia-zelenskyy-kyiv-ready/story?id=128672959
2025-12-24T01:31:00Z,Reuters,"Russia's air defence units destroy drone flying towards Moscow, mayor says",https://www.reuters.com/world/russias-air-defence-units-destroy-drone-flying-towards-moscow-mayor-says-2025-12-24/
2025-12-24T20:53:01Z,The Kyiv Independent,Russian officials claim 16 drones headed for Moscow were downed on Christmas Eve,https://kyivindependent.com/russian-officials-claim-16-drones-headed-for-moscow-were-downed-on-christmas-eve/
2025-12-23T19:09:21Z,CNN,Yemen's warring parties agree on biggest prisoner exchange deal so far,https://www.cnn.com/2025/12/23/middleeast/yemen-parties-agree-prisoner-exchange-deal-intl-latam
2025-12-23T20:09:00Z,AP News,"Yemen's sides agree to release 2,900 detainees in war's largest exchange",https://apnews.com/article/yemen-prisoners-release-war-houthis-7523c53ce1aff283866d10e9f38e5246
2025-12-23T15:52:08Z,The New York Times,Yemen's Warring Sides Agree to Largest Prisoner Swap in a Decade of Fighting,https://www.nytimes.com/2025/12/23/world/middleeast/yemen-houthis-prisoner-exchange.html
2025-12-23T13:52:30Z,Al Jazeera,"Yemen's government, Houthis agree to exchange thousands of prisoners",https://www.aljazeera.com/news/2025/12/23/yemen-government-houthis-agree-to-exchange-thousands-of-prisoners
2025-12-24T21:31:37Z,BBC,Eleven arrested over mass shooting in South Africa tavern,https://www.bbc.com/news/articles/c75v0kwy017o
2025-12-24T17:30:20Z,ABC News,South African police continue arrests after mass shooting at a pub,https://abcnews.go.com/International/wireStory/south-african-police-continue-arrests-after-mass-shooting-128681794
2025-12-21T05:26:49Z,CNN,"Manhunt underway in South Africa after 9 people killed in shooting, police say",https://www.cnn.com/2025/12/21/africa/manhunt-south-africa-deadly-shooting-intl-hnk
2025-12-23T14:51:00Z,AP News,Death toll in South Africa's latest pub shooting rises to 10,https://apnews.com/article/south-africa-mass-shooting-pub-death-toll-60ab3f05a9193b19c3b6dd2e609b5964
2025-12-23T23:34:35Z,BBC,Crisis in India-Bangladesh relations spirals amid violent protests,https://www.bbc.com/news/articles/c4gekjjqn1ro
2025-12-24T11:58:00Z,The Indian Express,"Bangladesh summons Indian High Commissioner Pranay Verma, expresses 'deep concern over violent protests' outside missions",https://indianexpress.com/article/world/bangladesh-summons-indian-high-commissioner-pranay-verma-expresses-deep-concern-over-violent-protests-outside-missions-10434642/
2025-12-23T16:56:43Z,Eurasia Review,Sharif Osman Hadi's Death: Bangladesh-India At A Crossroads - OpEd,https://www.eurasiareview.com/23122025-sharif-osman-hadis-death-bangladesh-india-at-a-crossroads-oped/
2025-12-23T14:31:02Z,The Quint,'We Were Hoping India Will Accept...': Voices From Bangladesh Amid Fresh Turmoil,https://www.thequint.com/news/world/bangladesh-violence-anti-india-sentiment-ground-report
2025-12-24T16:25:00Z,USNI News,"China Wants Nine Aircraft Carriers by 2035, Says New Pentagon Report",https://news.usni.org/2025/12/24/china-wants-nine-aircraft-carriers-by-2035-says-new-pentagon-report
2025-12-24T18:33:45Z,The War Zone,Chinese Fighter Jet Exports Set To Grow Significantly,https://www.twz.com/air/chinese-fighter-jet-exports-set-to-grow-significantly
2025-12-24T08:52:00Z,Newsweek,China Plans To Build Six Aircraft Carriers in 10 Years: Pentagon,https://www.newsweek.com/china-plans-build-six-aircraft-carriers-ten-years-pentagon-11264212
2025-12-23T12:27:52Z,RealClearDefense,China's New Super J-36 'NGAD' Stealth Fighters Are Coming,https://www.realcleardefense.com/2025/12/23/chinas_new_super_j-36_ngad_stealth_fighters_are_coming_1155006.html
2025-12-24T00:58:00Z,CNBC,Asia's year in review: Who had it best - and who had it worst - in 2025,https://www.cnbc.com/2025/12/24/asias-year-in-review-who-had-it-best-and-who-had-it-worst-in-2025.html
2025-12-23T06:08:11Z,The Diplomat - Asia-Pacific Current Affairs Magazine,The Pacific Money Blog: 2025 Year in Review,https://thediplomat.com/2025/12/the-pacific-money-blog-2025-year-in-review/
2025-12-23T13:27:31Z,China Military,"Peace, development remain Asia-Pacific's shared aspirations amid security challenges",http://eng.chinamil.com.cn/2025xb/O_251451/16428793.html
2025-12-24T12:49:17Z,news.cgtn.com,Watch: Shifting Currents - 2025 in review with Kishore Mahbubani,https://news.cgtn.com/news/2025-12-24/Watch-Shifting-Currents-2025-in-review-with-Kishore-Mahbubani-1JmXhf3AOTS/p.html
2025-12-23T17:29:09Z,BBC,Government waters down farm inheritance tax plan,https://abcnews.go.com/International/wireStory/guineas-junta-leader-expected-win-election-2021-coup-128674397
2025-12-24T22:10:00Z,The Times,Record farm closures in run-up to inheritance tax U-turn,https://www.nbcnews.com/world/africa/kenyans-protest-roaming-elephants-kill-4-people-week-rcna250865
2025-12-24T10:26:37Z,BBC,Starmer backs down in farm tax row - but why now?,https://www.bbc.com/news/articles/c8e9n3y28g1o
2025-12-24T10:41:00Z,The Guardian,"U-turn on inheritance tax for farmers 'snuck out' to avoid scrutiny, say Tories",https://www.theguardian.com/politics/2025/dec/24/u-turn-inheritance-tax-farmers-snuck-out-avoid-scrutiny-victoria-atkins
2025-12-24T12:02:00Z,The Times of Israel,How extremist settlers coordinate organized violence to expel Palestinians,https://www.timesofisrael.com/how-extremist-settlers-coordinate-organized-violence-to-expel-palestinians/
2025-12-25T01:11:00Z,Reuters,How Israel's hilltop settlers coordinate attacks to expel Palestinians,https://www.reuters.com/world/middle-east/how-israels-hilltop-settlers-coordinate-attacks-expel-palestinians-2025-12-24/
2025-12-24T04:02:00Z,Haaretz,When Did Israeli Settler Attacks Become Official Netanyahu Government Policy in the West Bank?,https://www.haaretz.com/israel-news/2025-12-25/ty-article/.premium/settler-attacks-are-feature-of-israels-west-bank-annexation-policy-not-a-bug/0000019b-4d0c-d02f-a7ff-dddf18770000
2025-12-20T20:35:44Z,The New York Times,Land Grab: Israel's Escalating Campaign for Control of the West Bank,https://www.nytimes.com/interactive/2025/12/20/world/middleeast/west-bank-settlements.html
2025-12-25T05:01:00Z,CNN,The shadow Russia casts over Europe has forced it to face the truth: the risk of war is once again real,https://www.cnn.com/2025/12/25/europe/russia-europe-analysis-intl-cmd
2025-12-24T12:42:57Z,Radio Free Europe/Radio Liberty,Why Are So Many Leaders Warning Of War With Russia?,https://www.rferl.org/a/rutte-pistorius-warning-war-russia/33630822.html
2025-12-24T11:45:00Z,Newsweek,Europe Must Defend Europe | Opinion,https://www.newsweek.com/europe-must-defend-europe-opinion-11254528
2025-12-22T12:45:53Z,ThePrint,Factbox-How Europe plans to bolster its military ranks,https://theprint.in/world/factbox-how-europe-plans-to-bolster-its-military-ranks/2810808/
2025-12-24T03:00:00Z,politico.eu,This city shaped a classic Christmas carol. Now Russia has destroyed it.,https://www.politico.eu/article/russia-destroy-ukraine-pokrovsk-city-shaped-classic-christmas-carol-shchedryk/
2025-12-24T22:16:00Z,New York Post,'Carol of the Bells' has roots in Ukraine - and Russia has blown the composer's hometown to pieces,https://nypost.com/2025/12/24/world-news/carol-of-the-bells-has-roots-in-ukraine-and-russia-has-blown-the-composers-hometown-to-pieces/
2025-12-23T14:09:29Z,The Counteroffensive with Tim Mak,Russia incinerates birthplace of famous Christmas song,https://www.counteroffensive.news/p/russia-incinerates-birthplace-of
2025-12-24T17:01:11Z,112.ua,DTEK is searching for equipment for the restoration of power plants throughout Europe,https://112.ua/en/dtek-sukae-obladnanna-dla-vidnovlenna-tes-po-vsij-evropi-gendirektor-kompanii-timcenko-dla-bloomberg-125181
2025-12-24T01:07:30Z,Jacobin,Learning From Defeat in Chile,https://jacobin.com/2025/12/giorgio-jackson-interview-kast-boric
2025-12-23T11:00:00Z,The New Yorker,The Right Wing Rises in Latin America,https://www.newyorker.com/news/the-lede/the-right-wing-rises-in-latin-america
2025-12-19T17:10:00Z,The Guardian,Chile's far-right president taps into support for Pinochet that never went away,https://www.theguardian.com/world/2025/dec/19/chile-jose-antonio-kast-pinochet
2025-12-18T12:00:00Z,AS/COA,Brian Winter on CNN's Amanpour About the Right's Ascendancy in Latin America,https://www.as-coa.org/articles/brian-winter-cnns-amanpour-about-rights-ascendancy-latin-america
2025-12-23T13:34:34Z,The New York Times,Greta Thunberg Arrested at U.K. Protest Supporting Palestine Action Prisoners,https://www.nytimes.com/2025/12/23/world/europe/greta-thunberg-arrest-uk-palestine-action.html
2025-12-24T01:57:00Z,CNN,Greta Thunberg arrested for pro-Palestinian protest under UK terrorism law,https://www.cnn.com/2025/12/23/uk/greta-thunberg-arrest-uk-palestinian-protest-intl-hnk
2025-12-23T14:08:23Z,DW,UK police arrest Greta Thunberg under Terrorism Act,https://www.dw.com/en/uk-police-arrest-greta-thunberg-under-terrorism-act/a-75286097
2025-12-23T13:15:00Z,The Guardian,Greta Thunberg arrested in London over 'Palestine Action prisoners' placard | UK news,https://www.theguardian.com/uk-news/2025/dec/23/greta-thunberg-arrested-london-palestine-action-prisoners-placard
2025-12-24T10:03:29Z,Euronews.com,Israel's defence minister walks back pledge to establish Gaza settlements,https://www.euronews.com/2025/12/24/israels-defence-minister-walks-back-pledge-to-establish-gaza-settlements
2025-12-23T17:14:00Z,The Wall Street Journal,"Israel Won't Leave Gaza, Will Build Settlements, Defense Minister Says",https://www.wsj.com/world/middle-east/israel-wont-leave-gaza-will-build-settlements-defense-minister-says-42d05b3a
2025-12-23T15:57:33Z,Al Jazeera,"Israel will never fully withdraw from Gaza, defence minister says",https://www.aljazeera.com/news/2025/12/23/israel-will-never-fully-withdraw-from-gaza-defence-minister-says
2025-12-23T19:19:46Z,Reuters,Israeli defence minister says no plan to resettle Gaza after hinting at one,https://www.reuters.com/business/aerospace-defense/israeli-defence-minister-vows-military-remain-gaza-2025-12-23/
2025-12-24T05:50:24Z,Financial Times,Pakistan sells indebted state carrier in privatisation win,https://www.ft.com/content/af80c3b8-fcdb-429b-8635-ed29b0577e15
2025-12-24T08:59:32Z,Reuters,"Flag carrier PIA to be run by new owners from April, says Pakistan official",https://www.reuters.com/world/asia-pacific/flag-carrier-pia-be-run-by-new-owners-april-says-pakistan-official-2025-12-24/
2025-12-23T14:14:00Z,Nikkei Asia,Pakistan International Airlines to be acquired by stockbroker for $482m,https://asia.nikkei.com/business/transportation/pakistan-international-airlines-to-be-acquired-by-stockbroker-for-482m
2025-12-23T15:59:00Z,AP News,Pakistani consortium acquires 75% stake in PIA in major privatization move,https://apnews.com/article/pakistan-auction-pia-airline-359d56172b852a9f6f16f775423d8ac5
